work_id,year,num_authors,author_ids,citations,is_oa,has_grant,issn,quartile,journal_name
W3186179742,2021,32,"A5044961635,A5105925656,A5075173135,A5020769173,A5084204507,A5081678768,A5100440597,A5039591575,A5048271521,A5025471816,A5058128927,A5011280743,A5059080611,A5022647923,A5103824843,A5061653192,A5029498102,A5081589040,A5058758434,A5055261840,A5083275750,A5046448007,A5062499817,A5002436828,A5013894081,A5045887748,A5086921160,A5017426114,A5106497440,A5027915011,A5068323278,A5053192926",4158,True,True,00368075,Q1,Science
W3010819577,2020,7,"A5101729913,A5042390598,A5010961741,A5100754981,A5012086581,A5114321333,A5066720510",4156,True,False,00314005,Q1,PEDIATRICS
W3030441098,2020,8,"A5001579116,A5053494373,A5037261939,A5076386074,A5089794666,A5088041804,A5008844345,A5061354858",4153,True,False,10870156,Q1,Nature Biotechnology
W2898789672,2018,26,"A5024838105,A5042953273,A5007957164,A5006503691,A5057285253,A5019464230,A5091546249,A5054595788,A5014153297,A5113625027,A5090633588,A5042514003,A5026236811,A5017768237,A5112562877,A5018417369,A5008399592,A5045146168,A5030095417,A5071657727,A5029885649,A5011273369,A5101877115,A5109573764,A5026738636,A5109402102",4151,True,True,03051048,Q1,Nucleic Acids Research
W2565383127,2016,3,"A5034745145,A5068071194,A5102733171",4143,True,False,20486790,Q2,Journal of Nutritional Science
W3013355453,2020,6,"A5026898717,A5085673949,A5084292837,A5050794354,A5008372095,A5042562928",4142,True,False,15571874,Q1,International Journal of Mental Health and Addiction
W2592509339,2017,16,"A5041159807,A5054067653,A5072614402,A5051809416,A5038885649,A5038258186,A5088572719,A5026751784,A5056220869,A5074490267,A5102786148,A5040883137,A5019416797,A5025225575,A5066373238,A5045272621",4139,True,True,00139580,Q1,Epilepsia
W3015608194,2020,31,"A5051409435,A5101892335,A5018784077,A5005132315,A5115592099,A5061840421,A5100389663,A5100347714,A5060830739,A5045809285,A5069757775,A5100728444,A5100403244,A5016155551,A5010053857,A5050578152,A5039460637,A5019465034,A5082725214,A5046197484,A5068731692,A5100410371,A5100408567,A5079853523,A5085704704,A5029228548,A5062907814,A5100689158,A5001392142,A5056028884,A5013550923",4139,False,False,00280836,Q1,Nature
W1969929163,2015,10,"A5101525935,A5100355964,A5091542366,A5089391694,A5100399118,A5100684579,A5028874479,A5001550119,A5010968064,A5082297994",4138,False,True,00368075,Q1,Science
W3015658132,2020,2,"A5029697403,A5043110072",4132,True,False,00284793,Q1,New England Journal of Medicine
W2150959326,2019,100,"A5070855397,A5106699265,A5108351435,A5108097839,A5044764461,A5023500706,A5038070060,A5023320363,A5113689166,A5107888029,A5113680204,A5052923178,A5038409870,A5073717580,A5019976194,A5030492424,A5061226100,A5057207523,A5061359562,A5078498803,A5112259520,A5033459729,A5109052119,A5069865054,A5086153061,A5011164322,A5020491362,A5086223086,A5029164653,A5106695365,A5108111063,A5053660748,A5031764491,A5063325192,A5051264655,A5107857097,A5065311756,A5062972228,A5108097838,A5031426125,A5106695552,A5110255510,A5034919242,A5032508279,A5019428645,A5111886803,A5111965307,A5083222970,A5108014854,A5110255511,A5109242335,A5107857095,A5031285642,A5043650751,A5113764683,A5107857096,A5107840367,A5012676820,A5112465104,A5107599931,A5107885066,A5107866681,A5085592050,A5082101100,A5009929615,A5113689165,A5020577597,A5033359462,A5081732198,A5017971948,A5108351435,A5108097839,A5044764461,A5023500706,A5038070060,A5107448843,A5113689166,A5107888029,A5113680204,A5052923178,A5038409870,A5113689167,A5019976194,A5030492424,A5061226100,A5057207523,A5061359562,A5113242651,A5112259520,A5033459729,A5109052119,A5069865054,A5053194091,A5108351435,A5106695365,A5107857097,A5105697289,A5023500706,A5106695552,A5054578676",4130,True,False,0195668X,Q1,European Heart Journal
W2588025094,2017,2,"A5052973096,A5013989133",4128,False,False,14741776,Q1,Nature Reviews Drug Discovery
W2934047558,2019,10,"A5044278509,A5102027195,A5028048375,A5065104787,A5112531420,A5075769427,A5081196276,A5100661807,A5029368014,A5058772219",4127,False,False,17494885,Q1,Nature Photonics
W2604748569,2017,6,"A5037440291,A5078276438,A5032634728,A5019318682,A5077507479,A5019209326",4121,False,False,01406736,Q1,The Lancet
W1992464644,2014,3,"A5056326428,A5082647589,A5017910924",4114,False,False,03060012,Q1,Chemical Society Reviews
W2149858388,2014,34,"A5077911256,A5066806444,A5011512882,A5036685109,A5055061940,A5022871185,A5079999812,A5087778452,A5105976580,A5025580413,A5088066134,A5044243987,A5064643261,A5039011294,A5111890042,A5022571708,A5114374611,A5078384107,A5001392592,A5022738034,A5112459624,A5108378152,A5043655881,A5027247944,A5064948585,A5003810507,A5101494462,A5046353086,A5074771810,A5047950133,A5107842018,A5003947352,A5100340817,A5070668676",4106,True,False,00284793,Q1,New England Journal of Medicine
W2999309192,2020,2,"A5011556172,A5090829168",4105,True,False,14712164,Q1,BMC Genomics
W2609973983,2017,15,"A5060293937,A5100412848,A5031521970,A5032840004,A5112662742,A5100723797,A5061455084,A5085225065,A5032601734,A5100344817,A5048280154,A5030611363,A5045377460,A5067750998,A5100368854",4102,True,False,00280836,Q1,Nature
W2787867590,2018,26,"A5024460519,A5051620273,A5033948796,A5079031814,A5057702358,A5016302815,A5068350431,A5066321093,A5090868802,A5010495168,A5077135257,A5009170752,A5035325211,A5033233067,A5028449685,A5014950010,A5000937822,A5065577825,A5034657479,A5016869158,A5002815959,A5020373936,A5057264019,A5038739415,A5083232394,A5000895141",4099,True,True,00284793,Q1,New England Journal of Medicine
W2962730651,2019,5,"A5102721252,A5087513213,A5068089881,A5071340306,A5060280374",4098,True,True,01628828,Q1,IEEE Transactions on Pattern Analysis and Machine Intelligence
W2115824015,2014,84,"A5107998596,A5053194091,A5012837780,A5107911683,A5111739610,A5018896453,A5023320363,A5010936003,A5014149576,A5038409870,A5016707931,A5015669756,A5070124449,A5080753934,A5036203401,A5102012040,A5055008596,A5048279005,A5033459729,A5071506939,A5030079078,A5037802156,A5032028897,A5033359462,A5008641481,A5108099412,A5107836398,A5108094981,A5108135318,A5053660748,A5105697289,A5025950676,A5056342618,A5111569665,A5100727528,A5105308447,A5032508279,A5047325459,A5070124449,A5107998596,A5034995895,A5075282771,A5107859378,A5086153061,A5017272571,A5107852256,A5002326750,A5073792258,A5007694037,A5033359462,A5053194091,A5033459729,A5107836398,A5069989175,A5042448828,A5004801541,A5107870069,A5055357489,A5107894319,A5005446581,A5047936609,A5025950676,A5027161261,A5073437777,A5020201636,A5108131297,A5105308447,A5047325459,A5020614376,A5051025215,A5027244910,A5009635296,A5005800061,A5063317099,A5109261135,A5014645066,A5002326750,A5007123733,A5042630628,A5034298832,A5081257968,A5085204166,A5035140274,A5108099412",4097,True,False,10107940,Q1,European Journal of Cardio-Thoracic Surgery
W2622807556,2017,14,"A5069917573,A5008151541,A5083794799,A5075695707,A5079672806,A5016691718,A5030630152,A5068281538,A5062648549,A5102879876,A5042875880,A5055691289,A5102841602,A5048280875",4095,True,True,00928674,Q1,Cell
W3007814559,2020,8,"A5100628654,A5023691041,A5100435439,A5023398611,A5035832519,A5110956422,A5055404517,A5037546954",4094,True,False,01054538,Q1,Allergy
W2921388585,2019,25,"A5019062163,A5106234080,A5007473059,A5044531608,A5019475815,A5103412661,A5086890034,A5082924210,A5100648517,A5009728510,A5000568658,A5055613208,A5070739244,A5079749832,A5091621842,A5100684199,A5013753855,A5103684505,A5110868917,A5007377189,A5014957207,A5023436129,A5031813912,A5040339119,A5108253100",4087,True,True,00284793,Q1,New England Journal of Medicine
W3013231340,2020,10,"A5075781632,A5019710381,A5100423257,A5101654626,A5111909917,A5040062050,A5100767420,A5089463116,A5009012652,A5067709037",4087,True,False,23806583,Q1,JAMA Cardiology
W2029281675,2014,5,"A5073713478,A5014013303,A5113587599,A5061627737,A5100664952",4081,True,False,20411723,Q1,Nature Communications
W2159954944,2014,2,"A5048274066,A5010384159",4072,True,False,14747596,Q1,Genome biology
W2604314403,2018,6,"A5076467238,A5025691113,A5001241443,A5018601296,A5086717154,A5087368991",4069,False,False,03029743,Q2,Lecture notes in computer science
W2530409471,2016,2,"A5014550530,A5027950123",4065,False,False,10768998,Q1,Journal of Occupational Health Psychology
W2788228074,2019,4,"A5025147358,A5078202188,A5079714822,A5027480961",4065,True,False,10870156,Q1,Nature Biotechnology
W2062571793,2014,14,"A5079894328,A5053845250,A5075541352,A5060180856,A5026955595,A5030140264,A5042374722,A5003747905,A5078673131,A5044263031,A5074597839,A5015165857,A5081428881,A5060458159",4055,True,False,17483387,Q1,Nature Nanotechnology
W1994682257,2015,9,"A5083104697,A5042962646,A5007039126,A5070446713,A5007827945,A5091435927,A5025886998,A5059344025,A5060891981",4046,True,False,00034819,Q1,Annals of Internal Medicine
W2737785069,2017,7,"A5100388603,A5102025420,A5100342886,A5100388089,A5100364394,A5108110440,A5068744621",4042,True,False,10158987,Q2,Cellular Physiology and Biochemistry
W2564178799,2016,3,"A5001967033,A5071127149,A5100377361",4039,False,False,14761122,Q1,Nature Materials
W3102564565,2019,6,"A5046238088,A5052890596,A5102972112,A5041797310,A5050342343,A5014035752",4033,True,True,09205691,Q1,International Journal of Computer Vision
W3020637112,2020,3,"A5039529252,A5008359579,A5051839223",4031,True,False,09669582,Q1,Journal of Sustainable Tourism
W2263495255,2016,9,"A5113470756,A5085389850,A5065270324,A5082787781,A5069604402,A5069902566,A5072258594,A5075988337,A5014317720",4026,True,False,01616420,Q1,Ophthalmology
W2340972631,2016,6,"A5031634724,A5014902122,A5017437844,A5073949072,A5082131464,A5085143209",4026,False,False,09483349,Q1,The International Journal of Life Cycle Assessment
W2338167986,2016,100,"A5100636591,A5086448660,A5112099828,A5064175071,A5061675894,A5107869833,A5026527624,A5113936415,A5100680450,A5110357743,A5079003503,A5031903379,A5022119754,A5109293719,A5103850330,A5068791098,A5077765128,A5103576754,A5107946438,A5020167411,A5108572792,A5034363861,A5102731574,A5107866417,A5108089452,A5025609850,A5010353029,A5048641133,A5108088576,A5074743596,A5073160179,A5009434040,A5090892821,A5107829141,A5075301528,A5112151541,A5112573613,A5013443425,A5011512442,A5033522829,A5033321689,A5059038204,A5111851345,A5110964187,A5112787837,A5111892850,A5001457343,A5003078528,A5111695384,A5073423613,A5113703678,A5080500381,A5055398395,A5026029588,A5030564855,A5015137975,A5073248609,A5046880323,A5025609850,A5086978575,A5010667013,A5009256610,A5109322560,A5012009078,A5068791098,A5107868509,A5045093609,A5111434895,A5108097774,A5030970477,A5048639763,A5037976259,A5076937097,A5107943701,A5112614366,A5077206620,A5054890844,A5071562766,A5004765717,A5046106804,A5070616324,A5037395101,A5113694686,A5107841163,A5057135738,A5071491979,A5032467307,A5109059665,A5048478434,A5047651624,A5017814087,A5091135967,A5111365816,A5059346750,A5086795714,A5032933669,A5108085067,A5109122389,A5079906364,A5045517198",4021,True,False,01406736,Q1,The Lancet
W2785803176,2018,42,"A5011890417,A5011465411,A5003498756,A5019483901,A5054079906,A5100374615,A5081609371,A5040064532,A5042184208,A5076232585,A5016492438,A5049692454,A5110147109,A5003997323,A5080339195,A5009750272,A5025185025,A5076759703,A5000191028,A5054241826,A5061348674,A5039379241,A5069578028,A5028001823,A5028041508,A5062841169,A5090489810,A5031028431,A5086521734,A5052511647,A5031163075,A5027991868,A5050435057,A5073970384,A5085574965,A5038215538,A5064049215,A5067058978,A5066541232,A5110860414,A5009855982,A5072911394",4021,True,False,00280836,Q1,Nature
W883434633,2015,1,A5091500375,4021,False,False,09507051,Q1,Knowledge-Based Systems
W3094777985,2014,94,"A5086192260,A5107541231,A5061188268,A5055519983,A5108790483,A5047840565,A5018820087,A5046551757,A5018896453,A5111738229,A5103188985,A5034786871,A5042536098,A5021922273,A5104228419,A5112574863,A5046797391,A5061359562,A5110078402,A5075533430,A5107852256,A5009240358,A5007776691,A5095745516,A5108099412,A5107836398,A5108094981,A5108135318,A5053660748,A5105697289,A5025950676,A5056342618,A5111569665,A5100727528,A5108086695,A5032508279,A5047325459,A5070124449,A5104489690,A5034995895,A5075282771,A5107859378,A5086153061,A5017272571,A5107852256,A5002326750,A5073792258,A5007694037,A5033359462,A5053194091,A5067191242,A5107859378,A5073792258,A5041998767,A5039316946,A5043115715,A5036779314,A5108273729,A5020559426,A5107847100,A5108099412,A5090820164,A5005979126,A5019605949,A5084887391,A5065688556,A5027094367,A5070366341,A5113729008,A5068059415,A5027328115,A5003401815,A5057992977,A5006272403,A5107877457,A5018946339,A5033088729,A5112498921,A5036513943,A5068150507,A5064251248,A5008051832,A5110477632,A5017707362,A5000337347,A5033459729,A5113382076,A5108471550,A5041650711,A5018214378,A5056677664,A5085038168,A5027788852,A5024080676",4020,True,False,0195668X,Q1,European Heart Journal
W2148658155,2014,3,"A5044287074,A5041682962,A5065349348",4005,True,False,19430264,Q1,Cold Spring Harbor Perspectives in Biology
W2771472591,2017,9,"A5100327239,A5004326765,A5009912208,A5113723301,A5110817315,A5028700388,A5089684709,A5100333867,A5101945526",4004,True,False,19492553,Q2,Oncotarget
W4211152862,2017,5,"A5013361199,A5100423139,A5065693067,A5011805047,A5049696382",4003,False,True,09359648,Q1,Advanced Materials
W2422895071,2016,2,"A5082245839,A5063744940",4002,True,False,00222429,Q1,Journal of Marketing
W3120387768,2021,32,"A5101545030,A5101503134,A5101454711,A5100445615,A5005176337,A5101081875,A5089642545,A5023132579,A5045493285,A5101715166,A5102716676,A5054193346,A5001851890,A5100777852,A5100379297,A5090206691,A5100385648,A5100600428,A5043000167,A5036046765,A5101484756,A5069567970,A5113918045,A5082759663,A5062226704,A5109041643,A5101518188,A5029694379,A5100337500,A5100424784,A5043631759,A5100613209",3996,True,True,01406736,Q1,The Lancet
W2761275051,2017,4,"A5063708781,A5049834415,A5065136437,A5025409424",3993,True,False,00280836,Q1,Nature
W2302447233,2016,2,"A5074057964,A5007689491",3992,True,False,16632818,Q1,Hormone Research in Paediatrics
W2044172327,2014,3,"A5044914470,A5088808926,A5102995324",3991,False,False,15499596,Q1,Journal of Chemical Information and Modeling
W2252568502,2016,13,"A5051881453,A5021028602,A5013265167,A5059711859,A5044900472,A5052949328,A5073900195,A5083543522,A5086324123,A5087351595,A5042031712,A5035371524,A5086771961",3991,True,False,10870156,Q1,Nature Biotechnology
W3013967887,2020,33,"A5084944682,A5059589209,A5010447284,A5080897367,A5061411035,A5072217706,A5051715740,A5039446883,A5029349379,A5088172945,A5004886737,A5003363875,A5061272028,A5009786456,A5050488354,A5000395707,A5038399464,A5014601619,A5012223040,A5028425116,A5007609449,A5085026623,A5028482508,A5003559913,A5091885439,A5035576970,A5058253520,A5022306105,A5079237967,A5036440835,A5012533867,A5009727567,A5008407354",3990,True,False,14733099,Q1,The Lancet Infectious Diseases
W2887114371,2018,7,"A5013861606,A5059772294,A5043331266,A5034510995,A5071055922,A5025196309,A5061457780",3988,False,False,10976256,Q1,Nature Neuroscience
W2174561539,2015,5,"A5080860569,A5019878379,A5035228360,A5056326051,A5068062549",3982,False,False,08949867,Q1,Journal of Traumatic Stress
W2223535266,2016,2,"A5008729741,A5053106903",3980,True,True,09680004,Q1,Trends in Biochemical Sciences
W2104885590,2014,21,"A5076360051,A5103230255,A5002951130,A5090365102,A5086280182,A5019919654,A5082063704,A5011325668,A5016923887,A5083324632,A5052396441,A5074800095,A5078129711,A5027879662,A5031010870,A5068197936,A5012282947,A5038263516,A5083745558,A5054656505,A5080223712",3979,True,False,00284793,Q1,New England Journal of Medicine
W2032741311,2014,5,"A5067267145,A5018443920,A5102846549,A5038904428,A5034751387",3975,False,False,14761122,Q1,Nature Materials
W2097618980,2014,20,"A5006211041,A5107842548,A5007296816,A5107863874,A5101694717,A5015545050,A5056456796,A5108104960,A5049562211,A5051025215,A5006851261,A5043583718,A5108102385,A5052719563,A5109070069,A5009905903,A5111878357,A5105919842,A5106132072,A5033758288",3975,True,False,0195668X,Q1,European Heart Journal
W2124679671,2014,14,"A5036165777,A5100432746,A5102817270,A5070666006,A5045174888,A5028469475,A5042489342,A5040659626,A5013403113,A5019159644,A5101683633,A5100736588,A5100700947,A5108009601",3970,True,False,17582946,Q1,Journal of Cheminformatics
W2792937256,2018,32,"A5059063118,A5058115259,A5006249276,A5071853292,A5009523282,A5052504518,A5032422193,A5030902321,A5018910230,A5075656682,A5107886361,A5059200225,A5024357764,A5087150696,A5107904785,A5041526616,A5041689299,A5040832651,A5006337629,A5061095811,A5102881127,A5007596741,A5024147987,A5025529463,A5031752719,A5083536378,A5037389732,A5091176592,A5113703620,A5071033599,A5103085920,A5049672639",3969,True,True,00284793,Q1,New England Journal of Medicine
W2533800772,2017,3,"A5000937401,A5021809690,A5033720496",3968,True,False,15239829,Q1,Annual Review of Biomedical Engineering
W2075894019,2014,37,"A5079242757,A5115603699,A5003405177,A5111875491,A5112208195,A5055013606,A5056811246,A5007286394,A5058537459,A5061761089,A5067203408,A5048370177,A5087559224,A5073338995,A5080354461,A5004300577,A5062498736,A5029612220,A5024741688,A5082509731,A5071571360,A5068100907,A5040994580,A5071658752,A5033033849,A5087380706,A5110134625,A5017728105,A5054320718,A5043067852,A5103808942,A5063504632,A5051520990,A5108916579,A5002068827,A5002412211,A5110911891",3962,False,True,01406736,Q1,The Lancet
W3012284084,2020,7,"A5018315525,A5089869489,A5100427430,A5028648587,A5100743309,A5061502421,A5006605951",3959,True,True,00368075,Q1,Science
W1985558127,2014,3,"A5080329572,A5078136251,A5100336796",3955,False,False,03060012,Q1,Chemical Society Reviews
W3135257712,2021,11,"A5043761256,A5025002163,A5057440836,A5088780855,A5044858056,A5008197237,A5061353308,A5041023326,A5075412365,A5041018551,A5086644112",3953,True,True,23973374,Q1,Nature Human Behaviour
W3203310594,2021,67,"A5013573845,A5045336723,A5012804433,A5108145190,A5035782352,A5059822337,A5022331752,A5041926832,A5040129539,A5091863515,A5014477762,A5061034603,A5032806712,A5014019807,A5109084149,A5048863377,A5051323746,A5032039472,A5081569305,A5013334949,A5067365808,A5061243060,A5091277129,A5030599266,A5083150734,A5055212893,A5076573700,A5050352306,A5052634159,A5059142534,A5038078025,A5101763641,A5046037598,A5051492159,A5075065752,A5079099120,A5089279090,A5023008381,A5033705370,A5000471166,A5034601961,A5063391099,A5091085821,A5083535850,A5059344737,A5026611736,A5075171590,A5034513152,A5029948859,A5058165291,A5004600936,A5076154181,A5077763238,A5100725966,A5020540864,A5055787764,A5020423475,A5008368749,A5074261525,A5079209442,A5019047474,A5007452136,A5031889135,A5007119101,A5004515522,A5042006506,A5077063694",3946,True,True,01406736,Q1,The Lancet
W2748717829,2017,7,"A5075898259,A5072246361,A5034504555,A5024176500,A5102451110,A5088934812,A5035467559",3941,True,True,08974756,Q1,Chemistry of Materials
W2913606428,2019,8,"A5043072264,A5053671519,A5005460217,A5055300195,A5069632886,A5088312160,A5049443349,A5066338740",3941,True,True,1554351X,Q1,Behavior Research Methods
W2917520831,2019,1,A5073471236,3936,False,False,17595029,Q1,Nature Reviews Endocrinology
W2101547779,2014,4,"A5046872396,A5026069507,A5042885999,A5026369423",3934,True,False,00218898,Q1,Journal of Applied Crystallography
W2735301415,2017,2,"A5028103646,A5101550145",3929,True,True,00034819,Q1,Annals of Internal Medicine
W2300242332,2016,4,"A5056246621,A5027328044,A5062301070,A5101576595",3925,False,False,03029743,Q2,Lecture notes in computer science
W2392113277,2016,2,"A5101963506,A5048845303",3925,True,False,21693536,Q1,IEEE Access
W2614349964,2018,29,"A5085460741,A5037062777,A5011788371,A5103101273,A5078261269,A5050040186,A5006596434,A5061199010,A5047723593,A5021807880,A5072658773,A5062285593,A5060363317,A5113808666,A5072692851,A5023983127,A5060799554,A5004164214,A5007181204,A5004233972,A5075750924,A5041301597,A5052773812,A5008911674,A5005208133,A5108123242,A5098205095,A5110843705,A5001258023",3921,True,False,15458636,Q1,MMWR Surveillance Summaries
W1787224781,2015,6,"A5111419999,A5072460783,A5026240645,A5058109622,A5107838719,A5026451495",3920,True,False,19326203,Q1,PLoS ONE
W2228221433,2016,100,"A5017685562,A5050671910,A5109960637,A5043388065,A5062012032,A5071766547,A5090076776,A5034541593,A5103735988,A5110319750,A5017685562,A5043388065,A5062012032,A5044771220,A5057943415,A5000764814,A5110319750,A5050671910,A5109960637,A5113597365,A5071766547,A5029123414,A5049860793,A5030401504,A5071189596,A5034541593,A5042405172,A5057874781,A5106557026,A5106557026,A5112052419,A5112785468,A5072012908,A5100669294,A5035480654,A5108604734,A5032893161,A5047312674,A5085722313,A5103735988,A5108400592,A5090076776,A5015006267,A5112006993,A5103479823,A5112363150,A5006895694,A5055597008,A5112151329,A5053218448,A5111503963,A5048846509,A5073077227,A5016773150,A5025084892,A5104110460,A5044483075,A5073362806,A5056753589,A5107839730,A5106082784,A5100632072,A5049735686,A5112055979,A5036481530,A5112904448,A5000526232,A5090156519,A5108416927,A5039079234,A5091299701,A5082839000,A5054679321,A5048158507,A5022063365,A5088408078,A5000883389,A5006169496,A5003737429,A5047001116,A5068413094,A5108245849,A5032497212,A5067418052,A5000764814,A5044771220,A5087893354,A5076836263,A5109185379,A5016649470,A5016199082,A5089645020,A5037619415,A5103951187,A5008328226,A5068560306,A5045302161,A5107445108,A5086583083,A5109274519",3918,True,False,15560864,Q1,Journal of Thoracic Oncology
W2095719702,2015,2,"A5006219866,A5030625494",3917,True,False,17460441,Q1,Expert Opinion on Drug Discovery
W1520609538,2015,21,"A5080868210,A5064339118,A5045665978,A5081871633,A5082493414,A5111633787,A5048095806,A5007389891,A5070870195,A5005451442,A5055478790,A5033136642,A5109856512,A5034779836,A5016236841,A5033936422,A5107928205,A5107836330,A5025986756,A5113660995,A5111949067",3913,True,False,00284793,Q1,New England Journal of Medicine
W2611395271,2018,3,"A5062695769,A5068161598,A5043780039",3910,True,True,00346861,Q1,Reviews of Modern Physics
W2886498337,2018,15,"A5025010135,A5022553634,A5076525439,A5065102493,A5087641795,A5066645004,A5100389137,A5047841001,A5103049691,A5100374468,A5100361885,A5075310347,A5033532061,A5030650949,A5045575546",3896,True,False,10788956,Q1,Nature Medicine
W2802791016,2018,2,"A5014361961,A5000454699",3892,True,True,00092665,Q1,Chemical Reviews
W2470394683,2016,5,"A5009876111,A5018478116,A5109730096,A5060511349,A5042899882",3879,False,False,03029743,Q2,Lecture notes in computer science
W2901303766,2018,24,"A5056917329,A5003927093,A5046893081,A5101772101,A5025226677,A5056340288,A5083575875,A5011993734,A5012638627,A5034719898,A5076646214,A5078925351,A5051806625,A5026073726,A5066439263,A5063924579,A5070003795,A5051903530,A5034177140,A5006816272,A5007472686,A5012900535,A5007575726,A5020620537",3876,True,True,03051048,Q1,Nucleic Acids Research
W3081830235,2020,39,"A5042766753,A5103049137,A5022314919,A5023320363,A5023436129,A5039697719,A5043064522,A5080334509,A5091849037,A5016763799,A5005631453,A5057386346,A5074299303,A5006125844,A5103178371,A5057090750,A5008678419,A5016608182,A5075949562,A5023353608,A5075925255,A5061687360,A5034399975,A5045256592,A5031087237,A5057864298,A5086692319,A5055849986,A5025046655,A5043416120,A5017272571,A5078498803,A5113884324,A5043021945,A5102980372,A5075319533,A5027821454,A5033368647,A5036821495",3874,True,True,00284793,Q1,New England Journal of Medicine
W2796067155,2018,8,"A5011547093,A5085978876,A5025819859,A5088566246,A5073989429,A5071616102,A5038949267,A5002172534",3872,True,False,02709139,Q1,Hepatology
W2513727910,2016,5,"A5027320896,A5105461075,A5003110957,A5067201995,A5033703745",3871,True,True,2041210X,Q1,Methods in Ecology and Evolution
W2999409984,2020,12,"A5089024033,A5073398298,A5089028909,A5058290833,A5032408966,A5079802691,A5071671768,A5001004624,A5042044329,A5011461272,A5050606821,A5079782880",3865,True,True,12019712,Q1,International Journal of Infectious Diseases
W2251438188,2015,19,"A5044483075,A5023993622,A5090076776,A5065196329,A5113537589,A5020295260,A5089159833,A5102899480,A5042009329,A5002021195,A5058386268,A5071851332,A5021359572,A5112196726,A5051611223,A5048676751,A5019337443,A5073362806,A5028085268",3862,True,False,15560864,Q1,Journal of Thoracic Oncology
W2890695304,2018,4,"A5008578765,A5065963484,A5073509868,A5073165795",3862,True,False,2214109X,Q1,The Lancet Global Health
W2606367731,2017,21,"A5013744957,A5085766415,A5089328049,A5079825829,A5032900701,A5074026718,A5088893123,A5102341369,A5056028552,A5042326252,A5060350068,A5005925636,A5007089296,A5006408935,A5103120078,A5108658660,A5110288549,A5031019650,A5100662197,A5074685350,A5029243551",3858,True,False,01406736,Q1,The Lancet
W3013800395,2020,9,"A5086184359,A5100421185,A5064099494,A5085669213,A5035287488,A5056554657,A5081820013,A5044766207,A5100394173",3858,True,False,00280836,Q1,Nature
W2951071083,2019,9,"A5015181760,A5075218188,A5048927290,A5090999637,A5012650797,A5043566562,A5009198168,A5001701599,A5112085081",3857,True,True,00079235,Q1,CA A Cancer Journal for Clinicians
W2503161491,2016,4,"A5023878966,A5076184837,A5033596315,A5018912107",3855,True,False,13596454,Q1,Acta Materialia
W2766903152,2017,70,"A5082545687,A5022333320,A5003359380,A5088889988,A5018196946,A5087636420,A5036869327,A5076708816,A5081468207,A5042113059,A5031456140,A5006025566,A5005860428,A5012292580,A5075240691,A5091775042,A5079042259,A5033437877,A5023531889,A5010660964,A5006995355,A5060076660,A5066812528,A5037879213,A5055885795,A5007244861,A5034104852,A5065590894,A5080337533,A5034269049,A5080586874,A5057357591,A5058026752,A5047609850,A5066180141,A5108647483,A5087410187,A5074612242,A5079424364,A5069606510,A5008839819,A5036227254,A5035046083,A5025803364,A5044525995,A5050445982,A5012757535,A5030834372,A5000768609,A5114002330,A5035661806,A5035218748,A5006246174,A5029017725,A5048327749,A5081648218,A5102918494,A5100318709,A5111081581,A5025353193,A5071770314,A5067102201,A5076793624,A5021359372,A5026573989,A5067831105,A5071033599,A5047117233,A5025089795,A5035427219",3854,True,True,00368075,Q1,Science
W2788633781,2018,39,"A5049953069,A5076490467,A5101413407,A5009297439,A5070523246,A5069439888,A5085082300,A5101542248,A5053892477,A5019542062,A5015293549,A5054210497,A5077940380,A5075822634,A5031936679,A5000761872,A5012033663,A5041494986,A5021723923,A5112815246,A5022159272,A5081266476,A5010636698,A5059601831,A5114949071,A5053960860,A5003969703,A5028880819,A5040271862,A5016349943,A5087081419,A5100410408,A5027046934,A5011388287,A5003488506,A5075510355,A5111910156,A5101734264,A5100432232",3853,True,True,00928674,Q1,Cell
W2898440040,2018,3,"A5085511144,A5062248013,A5001502247",3851,True,True,03051048,Q1,Nucleic Acids Research
W2986925300,2019,4,"A5061898525,A5088893810,A5075159561,A5060754496",3848,True,False,13674803,Q1,Bioinformatics
W2143325926,2014,8,"A5039012036,A5036140101,A5033039335,A5102109172,A5071462078,A5030765633,A5021776590,A5084058050",3843,True,False,00664804,Q1,Antimicrobial Agents and Chemotherapy
W2195783463,2015,13,"A5087357204,A5021444806,A5003550354,A5044886059,A5059072765,A5048717316,A5024497692,A5027806970,A5010652735,A5002303468,A5107596541,A5066797582,A5015235673",3843,True,False,10614036,Q1,Nature Genetics
W2912990441,2019,8,"A5067812333,A5087868319,A5014389163,A5017761814,A5082357240,A5011862057,A5007682824,A5002675555",3843,False,False,10870156,Q1,Nature Biotechnology
W2031970651,2014,4,"A5065250372,A5060381085,A5085048236,A5113817205",3842,False,False,00018686,Q1,Advances in Colloid and Interface Science
W2753065806,2017,30,"A5046273815,A5010837776,A5065865976,A5075417603,A5012645285,A5004864286,A5005318923,A5080538468,A5005962138,A5017446958,A5064697305,A5081751200,A5035680745,A5083502759,A5111567764,A5028596081,A5101832668,A5068720728,A5029973306,A5028746264,A5100669294,A5007121755,A5052765751,A5081814994,A5032617538,A5000029047,A5061878462,A5052937521,A5022984824,A5023874099",3837,True,False,00284793,Q1,New England Journal of Medicine
